cluster_id,cluster_name,num_points,avg_distance_to_center_km,total_rainfall_cluster,rainfall_mean,rainfall_std,rainfall_min,rainfall_max,lat_range,lon_range,center_lat,center_lon
0,High-Rainfall_Spread-Spread,319,284.7063734853572,3771.588395008088,11.823161112878019,2.5747363778043857,7.59310223088,20.457985368870002,14.5,7.5,-0.06484375000000019,33.01796875
1,Low-Rainfall_Spread-Spread,667,316.5438069709707,1903.9884060265804,2.8545553313741836,1.2407629651612941,0.7053627925797,7.66304231044,13.5,5.0,2.0266116941529235,37.918665667166415
2,Low-Rainfall_Spread-Spread,653,286.5179172973075,4053.8888596034117,6.208099325579497,1.8876199506710227,2.1374635733804,12.40580964643,10.0,5.25,-6.250382848392027,37.29709035222052
3,High-Rainfall_Spread-Spread,275,194.96709942961917,2875.819301677133,10.457524733371393,3.23236801757688,4.670286156639,18.416630785047,4.75,5.5,8.056363636363638,37.40181818181818
4,Low-Rainfall_Spread-Spread,664,297.01447265792314,3373.224466725869,5.08015732940643,1.3020137614157175,2.66029311047,8.80125571407,9.75,5.75,5.971385542168677,32.56890060240964
5,High-Rainfall_Spread-Spread,674,308.87115844979246,4582.160036473594,6.798457027408894,1.7467629310373043,3.4386801746685,12.5595359625573,11.0,4.75,-5.425334323922728,32.16270430906389
6,High-Rainfall_Spread-Spread,69,607.4169891595236,1724.9201634289368,24.99884294824546,7.266566880719084,17.8679311636,54.5397443893,19.75,10.0,3.206521739130435,35.73550724637681
